customer_id,has_referred_a_friend,number_of_referrals,has_phone_service,has_multiple_lines,has_internet_service,internet_service_type,has_online_security,has_online_backup,avg_monthly_long_distance_charges,avg_monthly_gb_download,has_device_protection,has_tech_support,has_tv,has_movies,has_music,has_unlimited_data
3282-ziszv,0,0,1,1,1,dsl,0,1,37.48,15,1,1,1,1,1,1
4111-bnxif,1,1,0,0,1,dsl,0,1,0.0,52,1,1,1,1,1,1
7017-vfhay,1,3,1,1,1,fiber optic,1,1,20.01,12,1,1,1,1,1,1
6655-lhbyw,0,0,1,1,1,fiber optic,1,1,19.8,21,1,1,1,1,1,0
7605-bdwdc,0,0,0,0,1,dsl,1,1,0.0,10,0,1,0,1,1,1
1950-ksvvj,1,1,1,1,1,fiber optic,1,1,33.54,4,1,1,1,1,1,1
0123-crbrt,1,1,1,1,1,dsl,1,1,47.19,28,1,1,1,1,1,1
4130-mzlcc,0,0,1,0,1,dsl,0,1,43.02,42,0,0,0,0,0,1
8229-myejz,0,0,1,0,1,dsl,0,1,45.56,17,0,0,0,0,0,1
9577-wjvcq,0,0,1,1,1,dsl,1,0,5.3,59,0,0,0,0,0,1
6202-dyyfx,0,0,1,1,1,fiber optic,0,0,19.72,5,0,0,0,0,0,1
3727-owvyd,0,0,1,0,1,dsl,1,1,38.38,82,1,0,0,0,0,1
2294-salne,1,2,1,0,1,fiber optic,0,1,16.63,22,1,1,0,0,0,0
6556-dbkzf,1,6,1,0,1,fiber optic,0,0,9.4,10,1,0,0,0,0,1
2985-juubz,1,5,1,1,1,dsl,0,0,13.86,75,1,0,1,1,1,1
8266-vbfql,0,0,1,0,1,fiber optic,0,0,31.92,4,1,1,0,1,1,1
2240-hsjqd,0,0,1,1,1,fiber optic,0,1,1.27,13,0,0,0,0,0,1
4115-bnpjy,1,7,1,0,1,dsl,0,0,32.46,7,1,1,1,1,1,1
7277-ozcgz,0,0,1,0,1,fiber optic,1,0,6.0,8,0,1,0,1,1,1
1557-emyvt,0,0,1,1,1,fiber optic,1,1,24.85,26,1,1,1,1,1,1
5027-yocxn,1,6,1,1,1,fiber optic,1,1,26.73,41,0,1,1,1,1,1
6745-jefzb,1,2,1,1,1,fiber optic,0,0,23.85,10,0,1,1,0,0,0
9880-tdqac,1,3,0,0,1,dsl,0,1,0.0,16,1,1,1,1,1,1
8705-wzcyl,0,0,1,0,1,dsl,0,0,27.46,26,0,0,0,0,0,1
7102-jjvtx,1,9,1,0,1,dsl,1,0,30.07,30,0,0,0,0,0,1
4983-clmlv,0,0,1,1,1,fiber optic,0,1,44.34,71,0,1,1,1,1,1
2379-gyflq,0,0,1,1,1,fiber optic,0,1,22.13,22,1,0,1,0,0,1
2088-iebau,0,0,1,1,1,dsl,1,1,21.82,2,1,1,1,1,1,1
7982-vcelr,0,0,1,0,1,fiber optic,0,1,19.64,71,0,0,1,1,1,1
6243-ozgfh,0,0,0,0,1,dsl,0,0,0.0,14,0,0,1,1,1,0
0513-rbgpe,1,6,1,1,1,dsl,1,0,4.5,9,1,1,0,0,0,1
8984-eylll,1,5,1,1,1,fiber optic,0,1,40.18,30,0,1,1,1,1,1
9833-tgfhx,1,1,1,1,1,fiber optic,1,0,13.23,23,0,0,1,1,1,0
5229-dtfyb,0,0,1,0,1,fiber optic,0,1,10.26,2,0,1,1,1,1,1
0104-ppxdv,1,10,1,0,1,dsl,0,0,18.37,18,1,0,0,0,0,1
3583-krkmd,0,0,1,0,1,fiber optic,0,0,26.84,20,0,1,0,0,0,1
9069-lgeul,1,5,1,0,1,dsl,1,0,3.67,69,0,0,0,1,1,0
9571-edebv,1,8,1,1,1,fiber optic,0,0,34.72,10,1,0,1,1,1,1
2805-edjpq,1,9,1,1,1,fiber optic,0,1,20.53,19,1,1,0,1,1,1
6862-cqumb,0,0,1,0,1,fiber optic,0,1,21.84,41,0,0,1,1,1,1
7156-mxbje,0,0,1,1,1,dsl,0,1,2.49,53,1,1,1,1,1,0
6158-hdpxz,0,0,0,0,1,dsl,0,0,0.0,13,0,0,0,0,0,1
5686-cmawk,0,0,1,1,1,fiber optic,0,0,49.71,4,1,1,0,0,0,1
6583-szvgp,0,0,1,1,1,fiber optic,0,1,9.91,4,1,0,1,1,1,1
1708-pbboa,0,0,0,0,1,dsl,1,1,0.0,13,1,1,0,1,1,0
8782-lkfpk,0,0,1,1,1,fiber optic,0,0,44.92,16,1,0,0,1,1,1
5522-jbwmo,0,0,1,0,1,dsl,0,0,15.66,29,0,0,0,0,0,1
3597-mvhjt,0,0,1,1,1,fiber optic,0,0,35.17,24,0,0,1,1,1,1
2977-cebsx,0,0,1,1,1,dsl,1,1,13.28,24,1,1,1,1,1,1
4742-drora,1,5,1,1,1,fiber optic,1,0,5.43,29,1,0,1,0,0,1
7916-vccpb,1,6,1,0,1,fiber optic,0,1,40.03,20,0,0,0,0,0,1
4686-gefrm,1,5,1,1,1,fiber optic,0,1,45.24,42,1,1,0,1,1,1
5605-iygfg,0,0,1,0,1,fiber optic,0,0,27.46,4,0,0,0,0,0,1
7663-ztegj,0,0,1,1,1,fiber optic,0,1,49.92,23,1,1,0,1,1,0
8111-bkvds,0,0,0,0,1,dsl,1,1,0.0,24,1,0,0,0,0,1
8734-dkstz,0,0,1,1,1,fiber optic,0,0,6.5,76,0,0,0,1,1,1
4360-pnrqb,0,0,1,1,1,fiber optic,0,0,15.18,42,0,0,0,0,0,1
6152-onasv,1,4,1,1,1,dsl,1,0,41.46,30,0,1,0,0,0,0
7781-hvgmk,1,5,0,0,1,dsl,1,1,0.0,30,1,1,1,1,1,1
4376-kfvrs,1,5,1,1,1,fiber optic,1,1,30.75,3,1,1,1,1,1,1
5886-vlqvu,0,0,1,1,1,fiber optic,0,0,24.83,51,0,1,0,1,1,0
0771-wlcla,1,8,1,1,1,fiber optic,1,0,46.45,12,1,1,1,1,1,1
0206-tbwlc,1,7,1,1,1,fiber optic,1,1,11.4,26,1,1,1,1,1,1
2937-fthur,0,0,1,1,1,dsl,1,0,42.45,28,0,0,0,1,1,1
1910-fmxjm,1,8,1,0,1,fiber optic,0,0,49.33,23,0,0,0,1,1,1
5168-mswxt,1,4,1,0,1,fiber optic,0,0,22.14,82,1,0,1,1,1,1
1090-eselr,1,8,1,0,1,fiber optic,1,1,27.25,19,0,1,1,1,1,1
8847-geooq,1,10,0,0,1,dsl,0,1,0.0,2,1,1,1,1,1,1
8313-ndoia,0,0,1,1,1,fiber optic,0,1,38.79,4,1,0,1,1,1,0
5149-cuzuj,1,1,1,0,1,fiber optic,0,1,27.34,16,1,1,1,0,0,1
0942-kowsm,1,4,1,0,1,dsl,0,1,15.94,53,1,1,1,1,1,1
1452-voqch,0,0,1,1,1,fiber optic,0,0,4.53,28,0,0,0,0,0,1
6614-vbegu,1,8,1,0,1,dsl,0,1,44.06,59,0,0,1,1,1,1
2996-xauvf,0,0,0,0,1,dsl,0,0,0.0,59,0,1,0,1,1,1
4431-edmiq,1,8,1,0,1,dsl,1,1,16.22,53,1,1,1,0,0,1
5168-mqqca,1,2,1,1,1,fiber optic,0,1,38.44,16,1,1,1,1,1,1
7971-hlvxi,1,4,1,1,1,fiber optic,0,0,44.0,20,0,0,0,1,1,1
3552-ctcyf,1,4,1,1,1,fiber optic,0,1,40.73,76,1,0,1,1,1,1
4374-ymusq,0,0,1,1,1,fiber optic,1,1,22.41,13,1,1,1,1,1,1
3957-hhlmr,1,1,1,1,1,dsl,1,0,29.72,12,0,0,0,1,1,1
7803-xoccz,1,1,1,0,1,fiber optic,1,0,31.96,26,1,1,0,0,0,1
5736-yejax,0,0,1,1,1,dsl,1,1,26.45,46,1,1,1,0,0,0
8981-fjgla,0,0,1,1,1,fiber optic,0,0,47.12,23,1,0,0,0,0,1
8535-sfutn,0,0,1,1,1,fiber optic,1,0,36.05,73,1,0,1,1,1,1
8677-hdzee,0,0,1,1,1,fiber optic,0,1,2.5,3,0,1,1,1,1,1
2475-mrozf,0,0,1,1,1,fiber optic,1,1,2.87,29,1,1,0,0,0,1
5174-itumv,0,0,1,1,1,fiber optic,0,1,38.98,16,1,0,1,1,1,1
0913-xwscn,1,1,1,1,1,fiber optic,0,0,41.89,52,0,0,0,1,1,1
0750-ebaiu,0,0,1,0,1,fiber optic,1,0,31.31,12,1,0,1,0,0,1
3571-dpyuh,1,1,1,1,1,fiber optic,0,1,43.75,69,0,1,1,0,0,1
5348-cagxb,0,0,1,1,1,fiber optic,0,0,33.36,22,1,0,1,0,0,1
0621-hjwxj,1,1,1,1,1,fiber optic,0,1,21.15,24,0,0,0,0,0,1
8905-iazpf,1,4,1,0,1,fiber optic,0,1,46.87,11,0,0,1,1,1,1
6859-qnxiq,1,10,1,1,1,fiber optic,1,1,26.32,53,1,1,1,1,1,1
7129-azjde,1,1,1,0,1,fiber optic,0,0,3.54,12,0,0,0,1,1,1
3580-hycsp,1,10,1,1,1,fiber optic,1,1,33.01,51,1,0,1,1,1,1
1352-hnsaw,1,9,1,1,1,fiber optic,1,1,34.69,59,1,1,1,1,1,0
5791-kajfd,1,2,1,1,1,dsl,1,0,42.86,8,1,0,0,1,1,1
1154-hywwo,0,0,1,0,1,dsl,1,1,42.24,22,0,1,1,0,0,1
2501-xwwtz,0,0,1,0,1,fiber optic,0,0,1.01,8,0,0,0,0,0,1
3716-uvspd,0,0,1,0,1,dsl,0,0,14.97,5,0,1,0,0,0,0
6815-abqfq,1,1,1,1,1,fiber optic,0,1,14.43,25,0,1,1,1,1,1
6103-lianb,1,3,1,1,1,fiber optic,0,0,41.09,16,1,0,1,1,1,1
6967-qiqrv,1,8,1,0,1,fiber optic,1,0,2.12,30,0,1,1,1,1,0
5781-rfzrp,1,7,1,1,1,dsl,1,1,34.39,5,0,1,1,0,0,1
0308-ivgok,0,0,0,0,1,dsl,0,1,0.0,59,1,1,0,0,0,1
5150-ljnsr,1,3,1,1,1,fiber optic,1,0,36.49,59,1,0,1,0,0,1
8270-rksap,0,0,1,0,1,fiber optic,0,0,40.71,52,0,0,0,0,0,1
0795-lafgp,1,1,1,1,1,dsl,1,1,3.57,52,1,1,1,1,1,1
0619-olyur,1,1,1,1,1,fiber optic,1,0,47.83,27,1,1,1,1,1,1
0459-spzhj,1,1,1,1,1,dsl,1,1,13.45,69,1,0,1,1,1,1
0215-bqkgs,0,0,1,0,1,fiber optic,1,1,24.73,20,1,0,0,0,0,0
9244-zvapm,0,0,1,0,1,dsl,0,0,37.44,9,0,0,0,0,0,1
1710-rcxus,0,0,1,1,1,fiber optic,0,1,9.21,30,0,0,0,1,1,1
5839-suyvz,0,0,1,0,1,fiber optic,0,0,38.32,82,0,1,0,0,0,1
1096-adrux,1,1,1,1,1,fiber optic,0,0,37.84,17,0,0,0,0,0,1
2001-mcuuw,0,0,1,1,1,fiber optic,0,1,37.5,22,1,1,1,1,1,1
2731-gjrdg,0,0,1,1,1,fiber optic,1,0,4.61,12,1,1,1,1,1,1
8672-oaupw,0,0,1,0,1,dsl,0,0,36.59,20,0,1,0,0,0,1
8207-dmrvl,1,1,1,1,1,fiber optic,1,1,21.89,58,1,1,1,1,1,0
7138-girsh,0,0,1,1,1,dsl,0,0,27.04,2,1,1,0,1,1,1
9396-zsfll,0,0,1,1,1,dsl,0,0,13.58,19,0,0,0,0,0,1
5240-caoyt,0,0,1,1,1,fiber optic,1,1,28.27,41,0,1,0,0,0,1
4059-iiebk,0,0,1,1,1,fiber optic,0,1,40.76,16,0,0,0,0,0,1
0516-uxrmt,0,0,1,1,1,fiber optic,1,1,23.88,47,1,0,0,0,0,1
4851-bqdnx,1,5,1,0,1,fiber optic,0,0,14.41,22,1,0,1,0,0,1
3003-cmduu,0,0,1,0,1,fiber optic,0,0,29.81,52,0,1,1,1,1,0
5016-iberq,1,1,1,1,1,fiber optic,0,1,18.05,51,1,0,0,0,0,1
9931-kghoa,1,9,1,1,1,dsl,1,0,13.05,15,0,0,0,0,0,1
1775-kwjkq,1,5,1,1,1,dsl,1,1,26.96,9,1,1,1,1,1,1
9411-tpqqv,0,0,0,0,1,dsl,1,0,0.0,28,0,1,1,1,1,0
7954-mlbun,0,0,1,0,1,fiber optic,0,0,10.05,14,1,1,1,1,1,1
2077-ddhjk,1,2,1,1,1,dsl,1,1,27.41,9,1,1,0,0,0,1
5183-snmjq,0,0,1,0,1,fiber optic,0,0,45.69,11,0,1,1,1,1,1
8095-wanwk,0,0,1,0,1,dsl,0,0,3.55,29,0,0,0,0,0,0
9565-flvcg,1,10,1,1,1,dsl,1,1,17.43,30,0,0,0,1,1,1
2800-veqxm,0,0,1,0,1,fiber optic,0,0,12.5,4,1,0,0,0,0,1
5760-ifjoz,0,0,1,1,1,fiber optic,0,1,47.5,22,1,0,1,1,1,1
2826-uwhis,1,4,1,1,1,fiber optic,0,1,1.59,19,0,0,0,0,0,1
7501-iwung,1,9,1,0,1,dsl,0,0,1.27,24,1,1,1,1,1,0
4957-treir,0,0,1,0,1,dsl,1,0,38.05,7,0,1,1,0,0,1
8040-mnrtf,0,0,1,0,1,fiber optic,0,0,37.51,10,0,0,0,0,0,1
1536-hbswp,0,0,1,0,1,dsl,0,0,14.93,4,0,1,0,0,0,1
5076-yvxcm,0,0,1,1,1,fiber optic,0,0,45.92,12,0,0,0,1,1,0
0078-xzmht,1,5,1,1,1,dsl,0,1,32.36,52,1,1,1,1,1,1
8338-qiunr,1,8,1,1,1,dsl,1,0,6.09,41,1,1,0,0,0,1
1525-lnloj,1,5,1,1,1,dsl,0,0,32.04,19,1,0,1,0,0,1
9450-trjuu,0,0,1,1,1,fiber optic,0,0,41.21,6,0,0,1,0,0,1
1766-gknmi,0,0,1,1,1,fiber optic,0,0,9.49,21,0,0,0,1,1,1
7596-zywbb,0,0,1,0,1,dsl,1,1,43.29,76,0,1,0,0,0,0
3014-wjksm,1,10,1,0,1,fiber optic,0,0,3.35,59,1,0,0,0,0,1
3347-yjzze,1,6,1,1,1,dsl,0,1,6.73,27,1,0,1,1,1,1
7929-dmbcv,1,6,1,0,1,fiber optic,0,0,11.39,21,1,1,0,0,0,1
5433-kyghe,0,0,1,1,1,fiber optic,1,0,47.72,22,0,1,0,0,0,1
5575-tpizq,0,0,1,1,1,fiber optic,1,0,37.75,73,0,0,1,0,0,1
9944-aexbm,0,0,1,1,1,fiber optic,0,0,37.04,28,0,0,0,1,1,1
1853-araaq,0,0,0,0,1,dsl,0,0,0.0,7,1,0,1,1,1,1
6786-obwqr,1,8,1,0,1,fiber optic,0,0,47.91,73,0,0,1,0,0,1
2753-jmmcv,0,0,1,1,1,dsl,0,1,22.23,18,1,1,0,1,1,1
1216-jwvux,1,4,1,0,1,fiber optic,0,1,4.46,58,0,0,0,0,0,1
7564-ghcvb,1,5,1,1,1,fiber optic,1,0,7.29,53,0,0,0,0,0,0
1173-noeyg,1,1,1,1,1,fiber optic,0,0,18.74,59,1,0,0,1,1,1
7595-ehcdl,1,10,0,0,1,dsl,0,0,0.0,19,1,0,1,1,1,1
6647-zedxt,0,0,1,1,1,fiber optic,0,1,13.16,27,1,1,1,1,1,1
2521-npuzr,1,9,1,0,1,fiber optic,1,1,41.05,59,1,1,0,1,1,1
4381-mhqdc,0,0,1,1,1,dsl,1,0,35.75,13,1,1,0,0,0,0
6923-jhpmp,0,0,1,0,1,fiber optic,1,0,35.41,25,1,0,0,0,0,1
1635-fjfcc,0,0,1,0,1,dsl,0,0,10.99,29,0,0,0,0,0,1
8405-igqfx,0,0,1,0,1,fiber optic,0,0,40.34,8,1,1,1,0,0,1
8224-ivvpa,0,0,1,0,1,dsl,1,1,25.21,9,0,0,0,0,0,1
0139-ivfjg,1,10,1,0,1,fiber optic,1,1,4.65,53,0,0,1,0,0,1
5684-fjvyr,1,9,1,1,1,fiber optic,1,1,9.6,25,0,1,0,0,0,1
4718-dhsmv,0,0,0,0,1,dsl,0,0,0.0,52,0,0,1,0,0,1
5175-wlyxl,0,0,1,1,1,fiber optic,0,1,30.35,10,0,0,0,0,0,0
8728-skjlr,0,0,1,0,1,fiber optic,0,0,1.08,6,0,1,0,0,0,1
3137-nyqqi,1,2,1,0,1,dsl,1,1,45.35,11,0,0,0,1,1,1
8823-rlpwl,1,5,1,1,1,fiber optic,1,1,41.21,73,1,0,1,1,1,1
3758-ckoql,1,7,1,1,1,fiber optic,1,1,41.15,48,1,1,0,1,1,0
0285-inhln,1,5,1,0,1,dsl,1,1,36.19,53,0,0,0,0,0,1
5125-cndsp,0,0,0,0,1,dsl,1,1,0.0,28,0,1,0,0,0,1
4992-ltjne,1,5,1,1,1,dsl,1,0,24.24,27,0,0,0,0,0,1
2202-outmo,1,5,1,1,1,dsl,1,0,12.3,26,0,1,0,0,0,1
0810-bdhaw,1,4,1,1,1,dsl,1,1,31.62,12,0,0,1,1,1,0
0229-lfjaf,0,0,1,1,1,dsl,1,1,3.66,13,1,1,0,0,0,1
7131-zqznk,1,1,0,0,1,dsl,1,0,0.0,19,1,1,1,1,1,1
9871-eleya,0,0,1,0,1,dsl,1,0,20.75,27,1,1,1,0,0,1
5173-wxoqv,1,2,1,0,1,dsl,0,1,4.41,26,0,1,0,1,1,0
2040-obmlj,0,0,1,1,1,fiber optic,0,0,17.18,76,0,1,0,0,0,1
3174-akmas,1,1,1,0,1,dsl,0,1,37.02,6,0,1,1,0,0,1
7382-dfjtu,0,0,1,0,1,dsl,0,0,47.72,28,1,1,0,0,0,1
2798-nylmz,1,10,1,1,1,fiber optic,1,0,31.97,73,1,1,1,1,1,1
3196-nvxlz,0,0,1,1,1,fiber optic,0,0,9.57,59,0,0,1,0,0,1
0036-ihmot,1,10,1,0,1,fiber optic,0,1,35.04,57,1,1,1,1,1,0
4178-egmon,1,9,1,1,1,fiber optic,1,1,9.28,51,0,1,0,0,0,1
5318-ykdpv,1,1,1,0,1,dsl,1,0,41.08,18,1,1,1,1,1,1
7975-tzmlr,0,0,1,1,1,fiber optic,0,1,16.64,8,1,0,1,1,1,1
0295-qvkpb,0,0,1,0,1,dsl,0,0,13.96,5,1,1,1,0,0,1
5337-iiwkz,1,2,0,0,1,dsl,0,0,0.0,76,1,1,1,0,0,1
3487-earat,1,7,1,0,1,dsl,1,1,19.1,21,1,1,0,1,1,1
8184-wmofi,0,0,1,0,1,dsl,1,0,14.05,25,1,1,0,1,1,1
2316-esmls,1,7,0,0,1,dsl,1,0,0.0,27,0,1,0,0,0,1
9778-ogkqz,1,8,1,1,1,dsl,1,1,5.32,5,1,1,1,1,1,0
7408-ofwxj,1,3,1,1,1,dsl,1,1,44.92,69,1,1,1,1,1,1
6007-tctst,1,9,1,1,1,fiber optic,1,1,12.29,24,1,1,1,1,1,1
2252-nknsi,0,0,1,1,1,dsl,1,1,32.02,28,0,1,1,1,1,1
7905-tvxta,0,0,1,0,1,dsl,1,0,8.32,22,0,1,1,0,0,1
8374-uulrv,0,0,1,1,1,dsl,1,1,48.36,71,0,1,1,1,1,0
3224-dfqnq,1,10,1,1,1,fiber optic,1,1,37.38,8,0,1,0,0,0,1
5275-pmfut,1,9,0,0,1,dsl,1,1,0.0,18,1,1,1,1,1,1
9777-iqhwp,1,2,1,1,1,fiber optic,1,0,30.82,11,1,0,0,1,1,1
1573-lgxba,1,1,1,0,1,fiber optic,0,1,4.18,73,1,0,1,1,1,1
4713-zburt,0,0,1,1,1,fiber optic,0,0,23.54,12,1,0,1,1,1,1
3050-gbush,0,0,0,0,1,dsl,0,0,0.0,46,0,0,1,0,0,1
7876-aehig,0,0,0,0,1,dsl,1,0,0.0,10,1,1,1,1,1,1
7945-hlkea,0,0,1,1,1,dsl,1,0,37.95,27,1,1,0,0,0,0
9342-vnimq,0,0,1,1,1,dsl,0,1,5.91,5,0,0,0,0,0,1
3199-npkcn,1,1,1,1,1,fiber optic,1,0,35.03,23,1,1,1,1,1,1
5898-igslp,1,1,1,1,1,fiber optic,1,0,20.76,57,1,1,0,0,0,1
7997-eassd,1,1,1,1,1,fiber optic,0,0,38.85,27,0,1,0,0,0,1
0730-koave,0,0,1,1,1,fiber optic,1,1,41.66,28,0,0,0,1,1,1
0678-rlhvp,0,0,1,1,1,fiber optic,0,1,12.92,19,1,0,1,1,1,1
2267-fpima,1,1,1,1,1,fiber optic,1,1,17.58,47,0,0,0,1,1,1
5285-mvehd,1,1,1,0,1,fiber optic,1,1,34.1,13,1,0,1,1,1,1
5543-qdcry,0,0,1,0,1,dsl,0,0,20.76,30,0,0,1,0,0,1
0297-rbcsg,0,0,1,0,1,dsl,0,1,41.79,6,0,1,0,1,1,0
0835-jkadz,0,0,1,1,1,fiber optic,0,1,41.92,53,1,1,1,1,1,1
3865-yiott,1,1,1,1,1,fiber optic,1,0,11.67,26,1,0,1,1,1,1
6103-bocou,0,0,1,1,1,fiber optic,0,0,20.64,22,1,0,0,0,0,1
4301-vvzka,1,1,1,1,1,fiber optic,0,0,25.83,46,0,0,0,0,0,1
0862-prcbs,1,6,1,1,1,fiber optic,0,1,16.09,53,0,1,1,1,1,1
8812-zrhfp,0,0,1,0,1,fiber optic,0,0,48.43,58,1,0,0,1,1,1
5146-cbvoe,0,0,1,0,1,fiber optic,0,1,38.02,25,0,0,0,0,0,1
0454-okrct,0,0,1,0,1,fiber optic,0,1,34.85,27,0,1,0,0,0,1
5709-lvoeq,1,8,1,0,1,dsl,1,1,31.09,5,1,0,1,1,1,1
2692-aqcpf,1,6,1,1,1,fiber optic,0,1,41.34,15,1,1,1,1,1,1
7567-ecmcm,0,0,1,0,1,fiber optic,0,0,35.3,41,0,0,0,1,1,1
6115-ztbfq,1,6,0,0,1,dsl,1,1,0.0,4,1,1,1,1,1,1
6353-brmma,1,3,1,1,1,fiber optic,1,1,42.35,76,0,0,1,1,1,1
8584-kmvxd,0,0,1,0,1,fiber optic,0,1,11.2,17,0,0,0,0,0,0
8467-wynsr,0,0,1,0,1,dsl,1,0,37.11,15,0,1,0,0,0,1
0851-dfjkb,0,0,1,0,1,dsl,1,0,30.54,11,1,1,0,0,0,1
5382-soyzl,0,0,1,1,1,fiber optic,0,0,11.15,17,0,0,1,1,1,1
5651-ylprd,1,7,1,0,1,fiber optic,0,1,26.66,57,0,0,1,0,0,0
3429-iflem,0,0,1,0,1,dsl,1,1,18.2,28,1,1,1,0,0,1
5002-gcqfh,1,1,1,1,1,fiber optic,1,1,47.17,26,0,0,1,0,0,0
0556-fjegu,0,0,1,0,1,dsl,0,1,47.47,69,1,1,1,0,0,1
0604-thjfp,1,4,1,0,1,dsl,0,1,8.28,22,0,1,1,1,1,1
5879-sesnb,0,0,1,1,1,fiber optic,0,0,33.79,23,0,0,0,0,0,1
2483-xssmz,0,0,1,0,1,dsl,1,0,25.33,82,0,0,0,0,0,0
2604-xvdam,0,0,1,0,1,dsl,0,0,6.56,17,0,0,0,0,0,1
1206-ehbdd,1,9,1,0,1,fiber optic,1,0,4.24,15,1,0,0,0,0,1
3234-vkacu,0,0,1,0,1,dsl,0,0,23.52,48,0,1,1,1,1,1
8120-jdcam,1,1,1,0,1,fiber optic,0,0,37.23,23,0,0,0,0,0,1
0929-hyqew,0,0,1,0,1,dsl,1,0,17.42,59,0,0,0,0,0,1
7426-rhzgu,0,0,1,0,1,fiber optic,0,0,30.8,3,0,1,1,1,1,1
4065-jjava,0,0,1,0,1,dsl,0,1,16.99,8,0,0,0,0,0,0
7649-sijjf,1,5,1,1,1,dsl,1,1,10.97,20,1,1,0,1,1,1
1452-xrsjv,1,3,1,0,1,dsl,1,0,15.06,11,0,0,0,0,0,1
7147-aybaa,0,0,1,0,1,fiber optic,0,0,28.84,25,0,0,0,0,0,1
8329-gwvpj,1,8,1,0,1,fiber optic,0,0,10.21,23,0,0,0,0,0,1
8146-qqkzh,1,4,1,0,1,dsl,1,0,6.23,58,1,1,1,1,1,1
6445-tnrxs,1,5,1,1,1,fiber optic,1,1,32.59,24,1,1,1,1,1,1
4869-epius,1,3,1,0,1,fiber optic,0,0,46.18,24,0,0,0,1,1,1
7296-pixqy,0,0,1,0,1,fiber optic,0,0,23.0,17,0,0,0,0,0,1
3354-oadjp,0,0,1,0,1,dsl,1,0,42.78,27,0,1,0,0,0,1
3524-wqdsg,1,8,1,1,1,fiber optic,0,0,5.25,59,1,0,1,1,1,1
7013-psxhk,0,0,1,1,1,dsl,0,0,33.83,19,1,1,1,1,1,1
1730-vfmwo,1,6,1,0,1,dsl,0,0,40.67,7,0,1,0,0,0,1
7143-bqiba,0,0,1,0,1,dsl,1,0,7.65,17,0,1,1,0,0,1
3800-lytrk,0,0,1,0,1,dsl,1,0,27.68,26,0,1,0,0,0,0
7030-njvdp,1,2,1,0,1,fiber optic,1,0,10.23,8,0,1,0,1,1,1
7771-zonat,0,0,0,0,1,dsl,0,0,0.0,19,1,1,1,1,1,1
4194-whfcb,1,2,1,1,1,fiber optic,0,1,48.07,53,0,1,0,1,1,1
0455-xfass,1,3,1,0,1,fiber optic,0,0,1.67,19,0,0,0,0,0,1
7241-ajhfs,0,0,1,1,1,fiber optic,1,0,6.2,25,0,1,0,0,0,0
4546-fokwr,0,0,1,1,1,fiber optic,0,0,13.04,16,0,0,0,0,0,1
9036-cskbw,0,0,1,1,1,fiber optic,1,1,7.54,6,1,0,1,1,1,1
8590-yffqo,1,1,1,0,1,dsl,1,1,1.63,41,1,1,0,0,0,1
8659-ioopu,1,4,1,1,1,fiber optic,1,0,32.16,59,1,1,0,1,1,1
1338-cecee,1,4,1,1,1,dsl,0,1,13.58,51,1,0,1,0,0,1
7439-dkztw,0,0,1,0,1,fiber optic,0,0,5.93,19,0,0,1,0,0,0
4646-qzxtf,1,4,1,0,1,dsl,1,0,12.16,9,1,1,1,1,1,1
9742-xokts,1,10,1,1,1,fiber optic,1,1,18.29,11,0,1,0,0,0,1
7722-cvfxn,1,9,1,1,1,fiber optic,0,1,7.25,57,0,1,1,1,1,1
7363-qtbiw,1,3,1,0,1,fiber optic,0,0,6.78,59,0,0,0,1,1,1
4159-naaix,0,0,1,1,1,fiber optic,0,1,37.76,48,0,0,1,1,1,1
3391-jsqew,1,7,1,0,1,dsl,0,1,24.3,28,0,0,0,0,0,1
0343-qluzp,0,0,0,0,1,dsl,1,1,0.0,25,1,0,0,0,0,1
3312-uumzw,1,3,1,1,1,fiber optic,0,1,47.89,9,0,0,1,1,1,1
1271-uodno,0,0,1,1,1,dsl,0,0,5.4,16,0,1,0,0,0,1
6900-rbker,0,0,1,1,1,fiber optic,0,0,15.1,17,1,0,0,1,1,1
6891-jpyff,1,1,1,1,1,fiber optic,1,1,30.41,53,0,0,1,1,1,1
1459-qnfqt,1,7,0,0,1,dsl,1,0,0.0,30,1,1,1,1,1,1
1047-nncbf,0,0,1,0,1,fiber optic,0,0,3.8,26,0,0,0,0,0,0
3696-xrien,0,0,1,1,1,dsl,1,0,21.25,2,1,1,1,1,1,1
8791-gfxlz,0,0,1,0,1,dsl,0,1,44.78,12,0,0,0,0,0,1
9330-dhbfl,1,4,1,0,1,dsl,1,1,11.4,58,1,1,0,0,0,1
2208-nqbct,1,10,1,0,1,fiber optic,1,1,42.95,27,0,0,0,0,0,1
0774-ifuvm,1,7,1,1,1,dsl,1,0,16.71,59,0,0,1,0,0,1
9553-dlclu,0,0,1,1,1,dsl,1,1,37.03,52,1,1,1,1,1,1
2446-zkvaf,1,5,1,1,1,dsl,0,1,1.28,30,0,0,0,0,0,1
3522-cdkhf,1,6,1,0,1,fiber optic,1,0,19.3,47,0,0,0,0,0,1
1430-sfqsa,0,0,0,0,1,dsl,1,0,0.0,8,0,1,0,0,0,1
0411-ezjze,0,0,1,1,1,dsl,0,0,20.1,29,0,0,1,0,0,0
4320-qmlla,0,0,1,0,1,dsl,0,0,5.61,24,0,0,1,0,0,1
8777-pvygu,0,0,1,0,1,dsl,1,0,4.22,18,1,0,1,0,0,1
